CaseID,CaseNumber,CaseTypeId,CaseType,CaseWorkclassId,CaseWorkclass,CaseStatusId,CaseStatus,DateApplied,Address,Description
C897DA0E-6045-4BFE-9BC5-0DF9C9099A58,2014-1001,7758f340-b10a-7a6c-7733-373c22d113e6,Fire Alarm Permit - Legacy,a17ae9f5-e00b-dfe7-5a84-fdb9d415c82b,Legacy,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-13T11:16:00Z,123 Permit St Leander TX 00000,New construction of a 6000 square foot dine-in restaurant.
9C8CA9A9-D12A-4800-8C2B-DCE1ECC7761F,2014-1002,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-15T20:48:00Z,1109 COTTON PATCH LEANDER TX 78641,NEW RESIDENTIAL CONSTRUCTION
7B282DC1-2C00-4F96-9041-D12BA30CA6CD,2014-1003,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-15T21:13:00Z,401 JOE BATES LEANDER TX 78641,NEW RESIDENTIAL CONSTRUCTION
C08DBBC9-956B-4A54-8142-6FD8334F7640,2014-1004,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-17T15:08:00Z,2505 LEONARDS PASS LEANDER TX 78641,NEW HOME
187C0BF7-732A-4B33-AC4A-51601920BA40,2014-1005,24e41058-5bd6-df47-0e0b-c4f38a4ceb5d,Pool  - Residential Pool/Spa,78bc4aac-c830-60b4-b853-a01c6e906654,Residential Pool/Spa,441859bc-e46e-4b63-824b-976ed8395355,Fees Due,2014-07-21T19:01:00Z,2016 Foothills Drive Leander TX 78641,Swimming pool construction
CE9A070A-876C-4AD8-8F18-D82DFFF68ED0,2014-1006,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-22T15:06:00Z,621 JESS MAYNARD LEANDER TX 78641,NEW HOME
16924AF7-7A04-4CAC-9776-0D27C9EED798,2014-1007,a5f44bf3-4fba-4b55-9e72-b0dc246f6a14,Sign Permit,b57e5881-7e9e-4b7c-bda5-7ac227627c99,Sign,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-25T18:59:00Z,305 JOE BATES LEANDER TX 78641,
63CC1F73-3604-45B7-8CBA-BD36C7B0998E,2014-1008,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T15:12:00Z,408 ALSATIAN LEANDER TX 78641,NEW HOME
109C645B-21E2-41C2-95FB-D62BA8A42A2F,2014-1009,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:18:00Z,421 ALSATIAN LEANDER TX 78641,NEW HOME
4B3234C1-32AB-403E-9F33-D79E2D8C67E2,2014-1010,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:19:00Z,413 ALSATIAN LEANDER TX 78641,NEW HOME
0AF9CBE7-1FFC-4DDA-B8C9-1CC925CDC22D,2014-1011,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:21:00Z,412 ALSATIAN LEANDER TX 78641,NEW HOME
74D49678-237A-41D4-BEFB-862E5C564589,2014-1012,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:24:00Z,416 ALSATIAN LEANDER TX 78641,NEW HOME
B7D0FCCF-80F7-43A9-A363-62541643A05B,2014-1013,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:26:00Z,420 ALSATIAN LEANDER TX 78641,NEW HOME
5E89608F-6B29-4407-A6CC-0D0C6FE6E278,2014-1014,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:28:00Z,425 ALSATIAN LEANDER TX 78641,NEW HOME
47AB4629-538C-46E7-B576-00C88201C63A,2014-1015,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:33:00Z,428 ALSATIAN LEANDER TX 78641,NEW HOME
E838CDB0-38D7-46B4-83CE-538EB5E3E509,2014-1016,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:39:00Z,432 ALSATIAN LEANDER TX 78641,NEW HOME
FAFF5848-B0C5-4BB4-BEF0-56A6AC20DDD5,2014-1017,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:43:00Z,424 ALSATIAN LEANDER TX 78641,NEW HOME
FCF570B1-7510-40A0-9E46-02ABEDA133C2,2014-1018,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:46:00Z,1020 COTTON PATCH TRL LEANDER TX 78641,NEW HOME
D75F5E93-F9E7-4F00-B879-3DE7CF788ADE,2014-1019,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:47:00Z,1012 COTTON PATCH LEANDER TX 78641,NEW HOME
5A097CFB-0038-45EF-AED7-86B1D4202328,2014-1020,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:49:00Z,1024 COTTON PATCH LEANDER TX 78641,NEW HOME
F1820CD3-2EDC-4509-9CA0-B31FF64D4954,2014-1021,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-07-29T17:51:00Z,1028 COTTON PATCH LEANDER TX 78641,NEW HOME
49577DA2-5A04-4A90-BBFC-5A8470BFCBBC,2014-1023,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-01T21:17:00Z,2424 Montello Court Leander TX 78641,New Construction
90DB284F-374E-4426-97BB-2E5911D1B861,2014-1024,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-01T21:18:00Z,2517 LEONARDS PASS LEANDER TX 78641,Install sprinkler system
730D4FD4-01BA-4041-B9E6-6E35C67A2845,2014-1025,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-04T13:06:00Z,3512 Lajitas Leander TX 78641,New House Construction
51412557-A71A-46D0-8AAF-7C3F753EABBA,2014-1027,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-04T21:28:00Z,3805 Belladoma Cove Leander TX 78641,New Construction
3B0397CD-F8B9-4B27-B313-729267DFA3B3,2014-1028,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-05T13:56:00Z,3009 Silver Fountain Drive Leander TX 78641,sprinkler system
6ECF2B59-6D82-4DCE-94B3-4F02971EA638,2014-1029,a5f44bf3-4fba-4b55-9e72-b0dc246f6a14,Sign Permit,b57e5881-7e9e-4b7c-bda5-7ac227627c99,Sign,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-05T15:14:00Z,600 JOPPA RD LEANDER TX 78641,
D233ECAE-6321-4EED-AF2A-02D39154285A,2014-1031,24e41058-5bd6-df47-0e0b-c4f38a4ceb5d,Pool  - Residential Pool/Spa,78bc4aac-c830-60b4-b853-a01c6e906654,Residential Pool/Spa,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-05T19:19:00Z,1317 PASA TIEMPO LEANDER TX 78641,NEW INGROUND SWIMMING POOL
204750AC-AAA9-45A0-BEFA-517B1EBD631F,2014-1032,24e41058-5bd6-df47-0e0b-c4f38a4ceb5d,Pool  - Residential Pool/Spa,78bc4aac-c830-60b4-b853-a01c6e906654,Residential Pool/Spa,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-06T18:48:00Z,1404 Roaring Fork Leander TX 78641,Construction of a pool. We need a stand alone plumbing permit included with permit #140-0608.
8E4CB5F4-3DE5-4487-8F22-C5FE0A879427,2014-1033,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-07T14:37:00Z,3113 Vista Heights Dr Leander TX 78641,irrigation system for lawn
499F8F52-056F-4652-B18F-3863E89C3208,2014-1034,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-07T14:47:00Z,3105 Vista Heights Dr Leander TX 78641,irrigation system for lawn
3FBD1649-B034-43ED-B9A2-F27A2D3705DB,2014-1035,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T20:44:00Z,525 JESS MAYNARD LEANDER TX 78641,NEW HOME
3AFD43D8-6C0A-4934-8578-DC8A714D6BE6,2014-1036,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T20:47:00Z,504 ALSATIAN LEANDER TX 78641,NEW HOME
4F2E1AD4-9A46-4791-BECD-C65CF2C9FBC0,2014-1037,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T20:59:00Z,1100 GREYBACK LEANDER TX 78641,NEW HOME
D8821C40-2DEE-45A4-9CD4-717DA2A880D7,2014-1038,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T21:02:00Z,501 ALSATIAN LEANDER TX 78641,NEW HOME
9B98C665-7CC0-4D42-976B-73317F81D3DF,2014-1039,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T21:27:00Z,1004 COTTON PATCH LEANDER TX 78641,NEW HOME
95A84933-42D4-49BD-8153-AC3CAFDA7404,2014-1040,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T21:31:00Z,1121 COTTON PATCH LEANDER TX 78641,NEW HOME
07730A87-B819-4B98-8C15-280EF008BF95,2014-1041,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T21:34:00Z,520 TULA LEANDER TX 78641,NEW HOME
48CB3B02-9EFC-45F6-89D1-7C21414C1AA6,2014-1042,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T21:38:00Z,401 TULA LEANDER TX 78641,NEW HOME
94A24D82-950C-4F1B-959E-41D5B62E923E,2014-1043,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T21:40:00Z,512 ALSATIAN LEANDER TX 78641,NEW HOME
2EC7F701-370A-4955-B632-ABA6F20BD373,2014-1044,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-08T21:42:00Z,2405 MOLLY LEANDER TX 78641,NEW HOME
0C301E7A-4FFC-4129-A471-80400D1849E6,2014-1045,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,b2cd9836-2368-412d-b584-40dfd4fe28c0,Void,2014-08-08T21:44:00Z,2312 MOLLY LEANDER TX 78641,NEW HOME
610D936B-87EC-4FE2-AD3D-2A1AE51E5634,2014-1047,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-11T13:32:00Z,2312 JAKE PICKLE PASS LEANDER TX 78641,Install sprinkler system
9DF40F1F-9819-4806-BD45-3517E95388C1,2014-1048,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-11T13:50:00Z,2328 JAKE PICKLE PASS LEANDER TX 78641,install sprinker system
F30ECE39-7FA4-417D-88A5-B88C1CCC93E0,2014-1049,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-11T13:57:00Z,2316 JAKE PICKLE PASS LEANDER TX 78641,intall sprinkler system
FB7C1EFA-8540-4BF1-8E1A-9ADA5D514AC4,2014-1050,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-11T14:01:00Z,2249 CACTUS VALLEY DR LEANDER TX 78641,Install Sprinkler System
57A825D1-5F7D-4AE0-B2FE-862A54D843F0,2014-1051,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-11T15:42:00Z,1716 Cactus Mound Leander TX 78641,Install irrigation
5E4F2B60-E210-4EA1-ACBA-3D010BE49BB0,2014-1052,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-11T18:35:00Z,2420 Montello Court Leander TX 78641,New Construction
EDC14A03-FCB5-4E91-BFC5-7E900DC9C75E,2014-1053,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,b2cd9836-2368-412d-b584-40dfd4fe28c0,Void,2014-08-12T13:38:00Z,2200 JULIA LN LEANDER TX 78641,Install Sprinkler System
24EEA76E-9C8D-4638-9D73-B3D5844CFC08,2014-1054,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T05:00:00Z,2200 Granite Hill Drive Leander TX 78641,sprinkler system
569D4FBA-9864-4B98-A542-39F513C08DFB,2014-1055,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T05:00:00Z,2508 Hilltop Divide Lane Leander TX 78641,sprinkler system
5F8AAE5C-0171-42A2-A761-ACC6CFFA89A7,2014-1056,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T05:00:00Z,2709 Shumard Bluff Drive Leander TX 78641,sprinkler system
B68710A1-2A67-4CE4-AFDC-237D59404366,2014-1057,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T13:49:00Z,2541 Leonards Pass Leander TX 78641,Install Sprinkler system
D6D0045F-4621-4D28-AE32-98B24003C6F8,2014-1058,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T18:21:00Z,2309 Billy Pat Leander TX 78641,Install Sprinkler System
C9DA82F8-E70D-44B8-8851-72CE8EBCBE72,2014-1059,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,b2cd9836-2368-412d-b584-40dfd4fe28c0,Void,2014-08-12T18:29:00Z,2400 BILLY PAT RD LEANDER TX 78641,Install Sprinkler system
F24A0971-9FB1-4FE1-97D8-98B905372B1B,2014-1060,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T18:35:00Z,2517 Muzzie Lane Leander TX 78641,Install Sprinkler system
CE97D535-3E7E-40D2-89B5-34A58BB08AD1,2014-1061,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T21:24:00Z,1904 Bold Sundown Drive Leander TX 78641,NEW RES SNGL FAM
08AD35F6-FCAF-4BA7-B64F-88B91FB91CDA,2014-1062,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T21:27:00Z,2016 Harvest Dance Drive Leander TX 78641,NEW RES SNGL FAM
07ED289C-8E63-44FE-8942-8BF7CB0A28E2,2014-1063,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-12T21:33:00Z,2317 Billy Pat Rd Leander TX 78641,Install Sprinkler System
75D9579B-8A82-4404-B190-8B4B59F6978D,2014-1066,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-13T17:08:00Z,2001 Suzanne Kelli Leander TX 78641,Irrigation System
D113BE1F-4DBB-4F68-A093-BC6F258ABEC6,2014-1067,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-13T17:10:00Z,2005 Suzanne Kelli Leander TX 78641,Irrigation System
5F74F8E0-6C5F-45CD-AF82-5E63D01BE075,2014-1068,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-13T18:25:00Z,300 DREAM CATCHER DR LEANDER TX 78641,irrigation system
C59917FC-37FC-4641-8F6A-C3665BBF821A,2014-1069,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-13T18:59:00Z,500 Dreamcatcher Leander TX 78641,residential irrigation system
D8A0DF50-59EA-4879-83CE-D5996CB6349B,2014-1070,834cfb3b-06b6-9e7f-bbea-fe7597aa3cfb,Solar Permit - Residential,a0bb4a70-f672-487a-ad66-4111b8e9d98a,Residential,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-13T19:08:00Z,1308 Mountain Springs Lane Leander TX 78641,"Install (2) 65""x39"" solar panels"
6AF46155-6B80-43DE-9876-8E07D5CF63E6,2014-1071,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-14T12:59:00Z,2101 Long Bow Drive Leander TX 78641,sprinkler system
271F3B02-C66F-4C4E-94E0-FA33FDEF33D9,2014-1072,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-14T13:01:00Z,1804 Leaders Lane Leander TX 78641,sprinkler system
EFD4171C-2950-4A5D-904D-704DD3C9E016,2014-1073,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Single Family New Construction,aa188010-545d-20cd-0750-74d569acaf16,Single Family New Construction,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-15T21:34:00Z,2413 Montello Court Leander TX 78641,New Construction
0C49D1A9-2AFC-4AFC-A13C-860728FBCDD7,2014-1074,ec249354-a23a-8181-184e-32083ff80181,BLD - Commercial - Shell,2b6e1d30-9894-e0ed-df0a-6b44c9da7120,Shell,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-18T13:57:00Z,800 Crystal Falls Pkwy.  Bldg 5 Leander TX 78646,Phase Two of existing project - this permit to construct Unit One shell building w/o build-out
C0C418A7-B716-4DB0-A293-7D974EF6B5A2,2014-1075,ec249354-a23a-8181-184e-32083ff80181,BLD - Commercial - Shell,2b6e1d30-9894-e0ed-df0a-6b44c9da7120,Shell,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-18T14:01:00Z,800 Crystal Falls Pkwy. Bldg 6 Leander TX 78646,"Phase Two of existing project - Unit Two, foundation"
7AE94C82-7C9D-49DE-997A-1373AB788FE4,2014-1076,a5f44bf3-4fba-4b55-9e72-b0dc246f6a14,Sign Permit,b57e5881-7e9e-4b7c-bda5-7ac227627c99,Sign,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-18T14:05:00Z,209 US HWY 183 LEANDER TX 78641,
DA41318F-7A22-46AE-B7CB-D2907E8AD6FB,2014-1077,a5f44bf3-4fba-4b55-9e72-b0dc246f6a14,Sign Permit,b57e5881-7e9e-4b7c-bda5-7ac227627c99,Sign,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-18T14:07:00Z,209 US HWY 183 LEANDER TX 78641,
6FBFC83A-55E7-4F3F-BE5D-E0ED3DF2896D,2014-1078,f5ad2e5e-ac67-f15e-16f8-a41c887076dd,BLD - Residential - Irrigation,bf9887ee-f7e0-af6a-4020-c7bbbbb46871,Irrigation,a99088bd-b9ae-4f5e-b7cd-995dcfb12ac3,Complete,2014-08-18T21:58:00Z,2205 Grand Lake Leander TX 78641,irrigatio install
